,Date,Country_Province,ConfirmedCases,Fatalities
6169,2020-04-22,Iraq,1759.0,92.0
6170,2020-04-23,Iraq,1798.0,93.0
6171,2020-04-24,Iraq,1846.0,95.0
6172,2020-04-25,Iraq,1890.0,96.0
6173,2020-04-26,Iraq,1937.0,99.0
6174,2020-04-27,Iraq,1992.0,101.0
6175,2020-04-28,Iraq,2044.0,103.0
6176,2020-04-29,Iraq,2083.0,104.0
6177,2020-04-30,Iraq,2121.0,106.0
6178,2020-05-01,Iraq,2169.0,108.0
6179,2020-05-02,Iraq,2213.0,109.0
6180,2020-05-03,Iraq,2260.0,111.0
6181,2020-05-04,Iraq,2315.0,114.0
6182,2020-05-05,Iraq,2368.0,116.0
6183,2020-05-06,Iraq,2406.0,117.0
6184,2020-05-07,Iraq,2444.0,118.0
6185,2020-05-08,Iraq,2492.0,120.0
6186,2020-05-09,Iraq,2536.0,122.0
6187,2020-05-10,Iraq,2583.0,124.0
6188,2020-05-11,Iraq,2638.0,126.0
6189,2020-05-12,Iraq,2691.0,128.0
6190,2020-05-13,Iraq,2729.0,130.0
6191,2020-05-14,Iraq,2767.0,131.0
6192,2020-04-02,Ireland,3099.0,80.0
6193,2020-04-03,Ireland,3818.0,108.0
6194,2020-04-04,Ireland,4479.0,136.0
6195,2020-04-05,Ireland,5103.0,163.0
6196,2020-04-06,Ireland,5804.0,188.0
6197,2020-04-07,Ireland,6528.0,219.0
6198,2020-04-08,Ireland,7281.0,252.0
6199,2020-04-09,Ireland,7959.0,282.0
6200,2020-04-10,Ireland,8677.0,309.0
6201,2020-04-11,Ireland,9338.0,338.0
6202,2020-04-12,Ireland,9963.0,364.0
6203,2020-04-13,Ireland,10663.0,389.0
6204,2020-04-14,Ireland,11387.0,421.0
6205,2020-04-15,Ireland,12140.0,453.0
6206,2020-04-16,Ireland,12818.0,483.0
6207,2020-04-17,Ireland,13537.0,511.0
6208,2020-04-18,Ireland,14197.0,539.0
6209,2020-04-19,Ireland,14822.0,566.0
6210,2020-04-20,Ireland,15522.0,591.0
6211,2020-04-21,Ireland,16247.0,622.0
6212,2020-04-22,Ireland,16999.0,655.0
6213,2020-04-23,Ireland,17678.0,685.0
6214,2020-04-24,Ireland,18396.0,712.0
6215,2020-04-25,Ireland,19057.0,741.0
6216,2020-04-26,Ireland,19682.0,767.0
6217,2020-04-27,Ireland,20382.0,792.0
6218,2020-04-28,Ireland,21106.0,824.0
6219,2020-04-29,Ireland,21859.0,856.0
6220,2020-04-30,Ireland,22537.0,886.0
6221,2020-05-01,Ireland,23255.0,914.0
6222,2020-05-02,Ireland,23916.0,942.0
6223,2020-05-03,Ireland,24541.0,969.0
6224,2020-05-04,Ireland,25241.0,994.0
6225,2020-05-05,Ireland,25965.0,1025.0
6226,2020-05-06,Ireland,26718.0,1058.0
6227,2020-05-07,Ireland,27396.0,1088.0
6228,2020-05-08,Ireland,28115.0,1115.0
6229,2020-05-09,Ireland,28776.0,1144.0
6230,2020-05-10,Ireland,29400.0,1170.0
6231,2020-05-11,Ireland,30101.0,1195.0
6232,2020-05-12,Ireland,30825.0,1227.0
6233,2020-05-13,Ireland,31577.0,1259.0
6234,2020-05-14,Ireland,32256.0,1289.0
6235,2020-04-02,Israel,6978.0,30.0
6236,2020-04-03,Israel,7384.0,38.0
6237,2020-04-04,Israel,7799.0,46.0
6238,2020-04-05,Israel,8224.0,52.0
6239,2020-04-06,Israel,8636.0,60.0
6240,2020-04-07,Israel,9021.0,68.0
6241,2020-04-08,Israel,9433.0,77.0
6242,2020-04-09,Israel,9839.0,87.0
6243,2020-04-10,Israel,10244.0,94.0
6244,2020-04-11,Israel,10659.0,102.0
6245,2020-04-12,Israel,11084.0,109.0
6246,2020-04-13,Israel,11497.0,116.0
6247,2020-04-14,Israel,11882.0,124.0
6248,2020-04-15,Israel,12294.0,133.0
6249,2020-04-16,Israel,12699.0,143.0
6250,2020-04-17,Israel,13104.0,151.0
6251,2020-04-18,Israel,13519.0,158.0
6252,2020-04-19,Israel,13945.0,165.0
6253,2020-04-20,Israel,14357.0,173.0
6254,2020-04-21,Israel,14742.0,181.0
6255,2020-04-22,Israel,15154.0,190.0
6256,2020-04-23,Israel,15559.0,199.0
6257,2020-04-24,Israel,15965.0,207.0
6258,2020-04-25,Israel,16380.0,215.0
6259,2020-04-26,Israel,16805.0,222.0
6260,2020-04-27,Israel,17217.0,229.0
6261,2020-04-28,Israel,17602.0,237.0
6262,2020-04-29,Israel,18014.0,246.0
6263,2020-04-30,Israel,18419.0,256.0
6264,2020-05-01,Israel,18825.0,264.0
6265,2020-05-02,Israel,19240.0,271.0
6266,2020-05-03,Israel,19665.0,278.0
6267,2020-05-04,Israel,20077.0,285.0
6268,2020-05-05,Israel,20462.0,293.0
6269,2020-05-06,Israel,20874.0,302.0
6270,2020-05-07,Israel,21280.0,312.0
6271,2020-05-08,Israel,21685.0,320.0
6272,2020-05-09,Israel,22100.0,328.0
6273,2020-05-10,Israel,22525.0,334.0
6274,2020-05-11,Israel,22938.0,342.0
6275,2020-05-12,Israel,23322.0,350.0
6276,2020-05-13,Israel,23735.0,359.0
6277,2020-05-14,Israel,24140.0,368.0
6278,2020-04-02,Italy,116118.0,14061.0
6279,2020-04-03,Italy,120358.0,14686.0
6280,2020-04-04,Italy,124628.0,15290.0
6281,2020-04-05,Italy,128461.0,15838.0
6282,2020-04-06,Italy,131948.0,16408.0
6283,2020-04-07,Italy,135187.0,16975.0
6284,2020-04-08,Italy,138697.0,17536.0
6285,2020-04-09,Italy,142538.0,18109.0
6286,2020-04-10,Italy,146778.0,18734.0
6287,2020-04-11,Italy,151048.0,19338.0
6288,2020-04-12,Italy,154881.0,19886.0
6289,2020-04-13,Italy,158369.0,20456.0
6290,2020-04-14,Italy,161607.0,21023.0
6291,2020-04-15,Italy,165118.0,21584.0
6292,2020-04-16,Italy,168958.0,22157.0
6293,2020-04-17,Italy,173198.0,22782.0
6294,2020-04-18,Italy,177469.0,23386.0
6295,2020-04-19,Italy,181301.0,23934.0
6296,2020-04-20,Italy,184789.0,24504.0
6297,2020-04-21,Italy,188027.0,25071.0
6298,2020-04-22,Italy,191538.0,25632.0
6299,2020-04-23,Italy,195379.0,26205.0
6300,2020-04-24,Italy,199619.0,26830.0
6301,2020-04-25,Italy,203889.0,27435.0
6302,2020-04-26,Italy,207721.0,27982.0
6303,2020-04-27,Italy,211209.0,28552.0
6304,2020-04-28,Italy,214447.0,29119.0
6305,2020-04-29,Italy,217958.0,29681.0
6306,2020-04-30,Italy,221799.0,30253.0
6307,2020-05-01,Italy,226039.0,30878.0
6308,2020-05-02,Italy,230309.0,31483.0
6309,2020-05-03,Italy,234142.0,32031.0
6310,2020-05-04,Italy,237629.0,32600.0
6311,2020-05-05,Italy,240868.0,33167.0
6312,2020-05-06,Italy,244379.0,33729.0
6313,2020-05-07,Italy,248219.0,34302.0
6314,2020-05-08,Italy,252459.0,34927.0
6315,2020-05-09,Italy,256730.0,35531.0
6316,2020-05-10,Italy,260562.0,36079.0
6317,2020-05-11,Italy,264050.0,36648.0
6318,2020-05-12,Italy,267288.0,37216.0
6319,2020-05-13,Italy,270799.0,37777.0
6320,2020-05-14,Italy,274640.0,38350.0
6321,2020-04-02,Jamaica,35.0,3.0
6322,2020-04-03,Jamaica,39.0,3.0
6323,2020-04-04,Jamaica,46.0,3.0
6324,2020-04-05,Jamaica,52.0,3.0
6325,2020-04-06,Jamaica,55.0,3.0
6326,2020-04-07,Jamaica,61.0,3.0
6327,2020-04-08,Jamaica,73.0,4.0
6328,2020-04-09,Jamaica,80.0,4.0
6329,2020-04-10,Jamaica,84.0,4.0
6330,2020-04-11,Jamaica,91.0,4.0
6331,2020-04-12,Jamaica,97.0,4.0
6332,2020-04-13,Jamaica,100.0,4.0
6333,2020-04-14,Jamaica,106.0,4.0
6334,2020-04-15,Jamaica,118.0,5.0
6335,2020-04-16,Jamaica,125.0,5.0
6336,2020-04-17,Jamaica,130.0,5.0
6337,2020-04-18,Jamaica,136.0,5.0
6338,2020-04-19,Jamaica,142.0,5.0
6339,2020-04-20,Jamaica,145.0,5.0
6340,2020-04-21,Jamaica,151.0,5.0
6341,2020-04-22,Jamaica,163.0,6.0
6342,2020-04-23,Jamaica,170.0,6.0
6343,2020-04-24,Jamaica,175.0,6.0
6344,2020-04-25,Jamaica,181.0,6.0
6345,2020-04-26,Jamaica,187.0,6.0
6346,2020-04-27,Jamaica,190.0,6.0
6347,2020-04-28,Jamaica,196.0,6.0
6348,2020-04-29,Jamaica,208.0,7.0
6349,2020-04-30,Jamaica,215.0,7.0
6350,2020-05-01,Jamaica,220.0,7.0
6351,2020-05-02,Jamaica,226.0,7.0
6352,2020-05-03,Jamaica,232.0,7.0
6353,2020-05-04,Jamaica,235.0,7.0
6354,2020-05-05,Jamaica,241.0,7.0
6355,2020-05-06,Jamaica,253.0,8.0
6356,2020-05-07,Jamaica,260.0,8.0
6357,2020-05-08,Jamaica,265.0,8.0
6358,2020-05-09,Jamaica,271.0,8.0
6359,2020-05-10,Jamaica,277.0,8.0
6360,2020-05-11,Jamaica,280.0,8.0
6361,2020-05-12,Jamaica,286.0,8.0
6362,2020-05-13,Jamaica,298.0,9.0
6363,2020-05-14,Jamaica,305.0,9.0
6364,2020-04-02,Japan,1930.0,49.0
6365,2020-04-03,Japan,2480.0,57.0
6366,2020-04-04,Japan,2993.0,67.0
6367,2020-04-05,Japan,3457.0,76.0
6368,2020-04-06,Japan,3893.0,82.0
6369,2020-04-07,Japan,4341.0,92.0
6370,2020-04-08,Japan,4847.0,100.0
6371,2020-04-09,Japan,5335.0,110.0
6372,2020-04-10,Japan,5885.0,118.0
6373,2020-04-11,Japan,6398.0,129.0
6374,2020-04-12,Japan,6862.0,137.0
6375,2020-04-13,Japan,7297.0,144.0
6376,2020-04-14,Japan,7745.0,153.0
6377,2020-04-15,Japan,8251.0,161.0
6378,2020-04-16,Japan,8739.0,171.0
6379,2020-04-17,Japan,9290.0,180.0
6380,2020-04-18,Japan,9802.0,190.0
6381,2020-04-19,Japan,10267.0,198.0
6382,2020-04-20,Japan,10702.0,205.0
6383,2020-04-21,Japan,11150.0,214.0
6384,2020-04-22,Japan,11656.0,223.0
6385,2020-04-23,Japan,12144.0,233.0
6386,2020-04-24,Japan,12694.0,241.0
6387,2020-04-25,Japan,13207.0,251.0
6388,2020-04-26,Japan,13671.0,260.0
6389,2020-04-27,Japan,14107.0,266.0
6390,2020-04-28,Japan,14555.0,276.0
6391,2020-04-29,Japan,15061.0,284.0
6392,2020-04-30,Japan,15549.0,294.0
6393,2020-05-01,Japan,16099.0,302.0
6394,2020-05-02,Japan,16612.0,313.0
6395,2020-05-03,Japan,17076.0,321.0
6396,2020-05-04,Japan,17512.0,327.0
6397,2020-05-05,Japan,17960.0,337.0
6398,2020-05-06,Japan,18466.0,345.0
6399,2020-05-07,Japan,18954.0,355.0
6400,2020-05-08,Japan,19504.0,363.0
6401,2020-05-09,Japan,20017.0,374.0
6402,2020-05-10,Japan,20481.0,382.0
6403,2020-05-11,Japan,20917.0,389.0
6404,2020-05-12,Japan,21365.0,398.0
6405,2020-05-13,Japan,21871.0,407.0
6406,2020-05-14,Japan,22359.0,416.0
6407,2020-04-02,Jordan,308.0,5.0
6408,2020-04-03,Jordan,317.0,5.0
6409,2020-04-04,Jordan,325.0,5.0
6410,2020-04-05,Jordan,334.0,6.0
6411,2020-04-06,Jordan,339.0,6.0
6412,2020-04-07,Jordan,344.0,6.0
6413,2020-04-08,Jordan,348.0,6.0
6414,2020-04-09,Jordan,357.0,6.0
6415,2020-04-10,Jordan,366.0,6.0
6416,2020-04-11,Jordan,374.0,6.0
6417,2020-04-12,Jordan,383.0,6.0
6418,2020-04-13,Jordan,388.0,7.0
6419,2020-04-14,Jordan,393.0,7.0
6420,2020-04-15,Jordan,397.0,7.0
6421,2020-04-16,Jordan,406.0,7.0
6422,2020-04-17,Jordan,415.0,7.0
6423,2020-04-18,Jordan,423.0,7.0
6424,2020-04-19,Jordan,432.0,7.0
6425,2020-04-20,Jordan,437.0,8.0
6426,2020-04-21,Jordan,443.0,8.0
6427,2020-04-22,Jordan,446.0,8.0
6428,2020-04-23,Jordan,456.0,8.0
6429,2020-04-24,Jordan,464.0,8.0
6430,2020-04-25,Jordan,472.0,8.0
6431,2020-04-26,Jordan,481.0,8.0
6432,2020-04-27,Jordan,486.0,9.0
6433,2020-04-28,Jordan,492.0,9.0
6434,2020-04-29,Jordan,495.0,9.0
6435,2020-04-30,Jordan,505.0,9.0
6436,2020-05-01,Jordan,514.0,9.0
6437,2020-05-02,Jordan,521.0,9.0
6438,2020-05-03,Jordan,531.0,9.0
6439,2020-05-04,Jordan,535.0,10.0
6440,2020-05-05,Jordan,541.0,10.0
6441,2020-05-06,Jordan,544.0,10.0
6442,2020-05-07,Jordan,554.0,10.0
6443,2020-05-08,Jordan,563.0,10.0
6444,2020-05-09,Jordan,571.0,10.0
6445,2020-05-10,Jordan,580.0,10.0
6446,2020-05-11,Jordan,585.0,11.0
6447,2020-05-12,Jordan,590.0,11.0
6448,2020-05-13,Jordan,593.0,11.0
6449,2020-05-14,Jordan,603.0,11.0
6450,2020-04-02,Kazakhstan,363.0,3.0
6451,2020-04-03,Kazakhstan,430.0,4.0
6452,2020-04-04,Kazakhstan,498.0,5.0
6453,2020-04-05,Kazakhstan,567.0,5.0
6454,2020-04-06,Kazakhstan,641.0,6.0
6455,2020-04-07,Kazakhstan,724.0,7.0
6456,2020-04-08,Kazakhstan,797.0,8.0
6457,2020-04-09,Kazakhstan,870.0,9.0
6458,2020-04-10,Kazakhstan,936.0,10.0
6459,2020-04-11,Kazakhstan,1004.0,11.0
6460,2020-04-12,Kazakhstan,1074.0,11.0
6461,2020-04-13,Kazakhstan,1147.0,12.0
6462,2020-04-14,Kazakhstan,1230.0,13.0
6463,2020-04-15,Kazakhstan,1303.0,15.0
6464,2020-04-16,Kazakhstan,1376.0,15.0
6465,2020-04-17,Kazakhstan,1442.0,17.0
6466,2020-04-18,Kazakhstan,1510.0,17.0
6467,2020-04-19,Kazakhstan,1580.0,17.0
6468,2020-04-20,Kazakhstan,1654.0,18.0
6469,2020-04-21,Kazakhstan,1736.0,19.0
6470,2020-04-22,Kazakhstan,1809.0,21.0
6471,2020-04-23,Kazakhstan,1882.0,22.0
6472,2020-04-24,Kazakhstan,1949.0,23.0
6473,2020-04-25,Kazakhstan,2017.0,23.0
6474,2020-04-26,Kazakhstan,2086.0,24.0
6475,2020-04-27,Kazakhstan,2160.0,25.0
6476,2020-04-28,Kazakhstan,2242.0,26.0
6477,2020-04-29,Kazakhstan,2315.0,27.0
6478,2020-04-30,Kazakhstan,2388.0,28.0
6479,2020-05-01,Kazakhstan,2455.0,29.0
6480,2020-05-02,Kazakhstan,2523.0,29.0
6481,2020-05-03,Kazakhstan,2592.0,30.0
6482,2020-05-04,Kazakhstan,2666.0,31.0
6483,2020-05-05,Kazakhstan,2749.0,32.0
6484,2020-05-06,Kazakhstan,2822.0,33.0
6485,2020-05-07,Kazakhstan,2895.0,34.0
6486,2020-05-08,Kazakhstan,2961.0,35.0
6487,2020-05-09,Kazakhstan,3029.0,35.0
6488,2020-05-10,Kazakhstan,3099.0,36.0
6489,2020-05-11,Kazakhstan,3172.0,37.0
6490,2020-05-12,Kazakhstan,3255.0,38.0
6491,2020-05-13,Kazakhstan,3328.0,39.0
6492,2020-05-14,Kazakhstan,3401.0,40.0
6493,2020-04-02,Kenya,109.0,3.0
6494,2020-04-03,Kenya,119.0,3.0
6495,2020-04-04,Kenya,129.0,4.0
6496,2020-04-05,Kenya,139.0,4.0
6497,2020-04-06,Kenya,147.0,5.0
6498,2020-04-07,Kenya,155.0,5.0
6499,2020-04-08,Kenya,163.0,6.0
6500,2020-04-09,Kenya,175.0,7.0
6501,2020-04-10,Kenya,185.0,7.0
6502,2020-04-11,Kenya,195.0,8.0
6503,2020-04-12,Kenya,204.0,9.0
6504,2020-04-13,Kenya,212.0,9.0
6505,2020-04-14,Kenya,220.0,10.0
6506,2020-04-15,Kenya,229.0,10.0
6507,2020-04-16,Kenya,240.0,11.0
6508,2020-04-17,Kenya,250.0,11.0
6509,2020-04-18,Kenya,260.0,12.0
6510,2020-04-19,Kenya,270.0,13.0
6511,2020-04-20,Kenya,277.0,13.0
6512,2020-04-21,Kenya,285.0,14.0
6513,2020-04-22,Kenya,294.0,14.0
6514,2020-04-23,Kenya,306.0,15.0
6515,2020-04-24,Kenya,316.0,16.0
6516,2020-04-25,Kenya,325.0,16.0
6517,2020-04-26,Kenya,335.0,17.0
6518,2020-04-27,Kenya,343.0,17.0
6519,2020-04-28,Kenya,351.0,18.0
6520,2020-04-29,Kenya,360.0,18.0
6521,2020-04-30,Kenya,371.0,19.0
6522,2020-05-01,Kenya,381.0,20.0
6523,2020-05-02,Kenya,391.0,20.0
6524,2020-05-03,Kenya,401.0,21.0
6525,2020-05-04,Kenya,408.0,22.0
6526,2020-05-05,Kenya,416.0,22.0
6527,2020-05-06,Kenya,425.0,22.0
6528,2020-05-07,Kenya,437.0,23.0
6529,2020-05-08,Kenya,447.0,24.0
6530,2020-05-09,Kenya,456.0,24.0
6531,2020-05-10,Kenya,466.0,25.0
6532,2020-05-11,Kenya,474.0,26.0
6533,2020-05-12,Kenya,482.0,26.0
6534,2020-05-13,Kenya,491.0,27.0
6535,2020-05-14,Kenya,502.0,27.0
6536,2020-04-02,"Korea, South",10042.0,172.0
6537,2020-04-03,"Korea, South",10085.0,175.0
6538,2020-04-04,"Korea, South",10160.0,179.0
6539,2020-04-05,"Korea, South",10213.0,183.0
6540,2020-04-06,"Korea, South",10243.0,188.0
6541,2020-04-07,"Korea, South",10278.0,192.0
6542,2020-04-08,"Korea, South",10282.0,197.0
6543,2020-04-09,"Korea, South",10326.0,200.0
6544,2020-04-10,"Korea, South",10369.0,203.0
6545,2020-04-11,"Korea, South",10444.0,207.0
6546,2020-04-12,"Korea, South",10498.0,211.0
6547,2020-04-13,"Korea, South",10528.0,216.0
6548,2020-04-14,"Korea, South",10562.0,220.0
6549,2020-04-15,"Korea, South",10567.0,225.0
6550,2020-04-16,"Korea, South",10610.0,229.0
6551,2020-04-17,"Korea, South",10653.0,232.0
6552,2020-04-18,"Korea, South",10729.0,235.0
6553,2020-04-19,"Korea, South",10782.0,240.0
6554,2020-04-20,"Korea, South",10812.0,244.0
6555,2020-04-21,"Korea, South",10846.0,249.0
6556,2020-04-22,"Korea, South",10851.0,253.0
6557,2020-04-23,"Korea, South",10894.0,257.0
6558,2020-04-24,"Korea, South",10937.0,260.0
6559,2020-04-25,"Korea, South",11013.0,264.0
6560,2020-04-26,"Korea, South",11066.0,268.0
6561,2020-04-27,"Korea, South",11096.0,273.0
6562,2020-04-28,"Korea, South",11130.0,277.0
6563,2020-04-29,"Korea, South",11135.0,282.0
6564,2020-04-30,"Korea, South",11179.0,285.0
6565,2020-05-01,"Korea, South",11221.0,288.0
6566,2020-05-02,"Korea, South",11297.0,292.0
6567,2020-05-03,"Korea, South",11350.0,297.0
6568,2020-05-04,"Korea, South",11380.0,301.0
6569,2020-05-05,"Korea, South",11414.0,305.0
6570,2020-05-06,"Korea, South",11419.0,310.0
6571,2020-05-07,"Korea, South",11463.0,314.0
6572,2020-05-08,"Korea, South",11506.0,317.0
6573,2020-05-09,"Korea, South",11581.0,320.0
6574,2020-05-10,"Korea, South",11634.0,325.0
6575,2020-05-11,"Korea, South",11664.0,329.0
6576,2020-05-12,"Korea, South",11699.0,334.0
6577,2020-05-13,"Korea, South",11703.0,338.0
6578,2020-05-14,"Korea, South",11747.0,342.0
6579,2020-04-02,Kosovo,87.0,1.0
6580,2020-04-03,Kosovo,112.0,1.0
6581,2020-04-04,Kosovo,133.0,2.0
6582,2020-04-05,Kosovo,150.0,2.0
6583,2020-04-06,Kosovo,169.0,3.0
6584,2020-04-07,Kosovo,203.0,4.0
6585,2020-04-08,Kosovo,226.0,5.0
6586,2020-04-09,Kosovo,253.0,6.0
6587,2020-04-10,Kosovo,277.0,6.0
6588,2020-04-11,Kosovo,299.0,7.0
6589,2020-04-12,Kosovo,316.0,7.0
6590,2020-04-13,Kosovo,335.0,8.0
6591,2020-04-14,Kosovo,368.0,9.0
6592,2020-04-15,Kosovo,392.0,10.0
6593,2020-04-16,Kosovo,419.0,10.0
6594,2020-04-17,Kosovo,443.0,11.0
6595,2020-04-18,Kosovo,465.0,11.0
6596,2020-04-19,Kosovo,482.0,12.0
6597,2020-04-20,Kosovo,501.0,13.0
6598,2020-04-21,Kosovo,534.0,14.0
6599,2020-04-22,Kosovo,557.0,14.0
6600,2020-04-23,Kosovo,585.0,15.0
6601,2020-04-24,Kosovo,609.0,16.0
6602,2020-04-25,Kosovo,631.0,16.0
6603,2020-04-26,Kosovo,647.0,17.0
6604,2020-04-27,Kosovo,667.0,17.0
6605,2020-04-28,Kosovo,700.0,18.0
6606,2020-04-29,Kosovo,723.0,19.0
6607,2020-04-30,Kosovo,750.0,20.0
6608,2020-05-01,Kosovo,775.0,21.0
6609,2020-05-02,Kosovo,797.0,21.0
6610,2020-05-03,Kosovo,813.0,22.0
6611,2020-05-04,Kosovo,832.0,22.0
6612,2020-05-05,Kosovo,866.0,23.0
6613,2020-05-06,Kosovo,889.0,24.0
6614,2020-05-07,Kosovo,916.0,25.0
6615,2020-05-08,Kosovo,941.0,26.0
6616,2020-05-09,Kosovo,963.0,26.0
6617,2020-05-10,Kosovo,979.0,27.0
6618,2020-05-11,Kosovo,998.0,27.0
6619,2020-05-12,Kosovo,1032.0,28.0
6620,2020-05-13,Kosovo,1055.0,29.0
6621,2020-05-14,Kosovo,1082.0,30.0
6622,2020-04-02,Kuwait,323.0,-1.0
6623,2020-04-03,Kuwait,416.0,-0.0
6624,2020-04-04,Kuwait,512.0,0.0
6625,2020-04-05,Kuwait,606.0,1.0
6626,2020-04-06,Kuwait,685.0,1.0
6627,2020-04-07,Kuwait,768.0,1.0
6628,2020-04-08,Kuwait,852.0,1.0
6629,2020-04-09,Kuwait,935.0,2.0
6630,2020-04-10,Kuwait,1028.0,2.0
6631,2020-04-11,Kuwait,1124.0,2.0
6632,2020-04-12,Kuwait,1218.0,3.0
6633,2020-04-13,Kuwait,1297.0,3.0
6634,2020-04-14,Kuwait,1381.0,3.0
6635,2020-04-15,Kuwait,1465.0,4.0
6636,2020-04-16,Kuwait,1548.0,4.0
6637,2020-04-17,Kuwait,1640.0,4.0
6638,2020-04-18,Kuwait,1737.0,5.0
6639,2020-04-19,Kuwait,1831.0,5.0
6640,2020-04-20,Kuwait,1910.0,5.0
6641,2020-04-21,Kuwait,1993.0,5.0
6642,2020-04-22,Kuwait,2077.0,6.0
6643,2020-04-23,Kuwait,2160.0,6.0
6644,2020-04-24,Kuwait,2253.0,6.0
6645,2020-04-25,Kuwait,2349.0,7.0
6646,2020-04-26,Kuwait,2443.0,7.0
6647,2020-04-27,Kuwait,2522.0,7.0
6648,2020-04-28,Kuwait,2606.0,8.0
6649,2020-04-29,Kuwait,2690.0,8.0
6650,2020-04-30,Kuwait,2773.0,8.0
6651,2020-05-01,Kuwait,2865.0,8.0
6652,2020-05-02,Kuwait,2962.0,9.0
6653,2020-05-03,Kuwait,3055.0,9.0
6654,2020-05-04,Kuwait,3134.0,9.0
6655,2020-05-05,Kuwait,3218.0,10.0
6656,2020-05-06,Kuwait,3302.0,10.0
6657,2020-05-07,Kuwait,3385.0,10.0
6658,2020-05-08,Kuwait,3478.0,11.0
6659,2020-05-09,Kuwait,3574.0,11.0
6660,2020-05-10,Kuwait,3668.0,11.0
6661,2020-05-11,Kuwait,3747.0,11.0
6662,2020-05-12,Kuwait,3830.0,12.0
6663,2020-05-13,Kuwait,3914.0,12.0
6664,2020-05-14,Kuwait,3997.0,12.0
6665,2020-04-02,Kyrgyzstan,108.0,1.0
6666,2020-04-03,Kyrgyzstan,129.0,2.0
6667,2020-04-04,Kyrgyzstan,150.0,2.0
6668,2020-04-05,Kyrgyzstan,179.0,2.0
6669,2020-04-06,Kyrgyzstan,214.0,3.0
6670,2020-04-07,Kyrgyzstan,245.0,3.0
6671,2020-04-08,Kyrgyzstan,272.0,3.0
6672,2020-04-09,Kyrgyzstan,290.0,3.0
6673,2020-04-10,Kyrgyzstan,311.0,4.0
6674,2020-04-11,Kyrgyzstan,332.0,4.0
6675,2020-04-12,Kyrgyzstan,361.0,4.0
6676,2020-04-13,Kyrgyzstan,396.0,5.0
6677,2020-04-14,Kyrgyzstan,427.0,5.0
6678,2020-04-15,Kyrgyzstan,454.0,5.0
6679,2020-04-16,Kyrgyzstan,472.0,5.0
6680,2020-04-17,Kyrgyzstan,492.0,6.0
6681,2020-04-18,Kyrgyzstan,514.0,6.0
6682,2020-04-19,Kyrgyzstan,542.0,6.0
6683,2020-04-20,Kyrgyzstan,577.0,7.0
6684,2020-04-21,Kyrgyzstan,608.0,7.0
6685,2020-04-22,Kyrgyzstan,636.0,7.0
6686,2020-04-23,Kyrgyzstan,653.0,7.0
6687,2020-04-24,Kyrgyzstan,674.0,8.0
6688,2020-04-25,Kyrgyzstan,695.0,8.0
6689,2020-04-26,Kyrgyzstan,724.0,8.0
6690,2020-04-27,Kyrgyzstan,759.0,9.0
6691,2020-04-28,Kyrgyzstan,790.0,9.0
6692,2020-04-29,Kyrgyzstan,817.0,9.0
6693,2020-04-30,Kyrgyzstan,835.0,10.0
6694,2020-05-01,Kyrgyzstan,855.0,10.0
6695,2020-05-02,Kyrgyzstan,877.0,10.0
6696,2020-05-03,Kyrgyzstan,906.0,10.0
6697,2020-05-04,Kyrgyzstan,941.0,11.0
6698,2020-05-05,Kyrgyzstan,972.0,11.0
6699,2020-05-06,Kyrgyzstan,999.0,12.0
6700,2020-05-07,Kyrgyzstan,1016.0,12.0
6701,2020-05-08,Kyrgyzstan,1037.0,12.0
6702,2020-05-09,Kyrgyzstan,1058.0,12.0
6703,2020-05-10,Kyrgyzstan,1087.0,13.0
6704,2020-05-11,Kyrgyzstan,1122.0,13.0
6705,2020-05-12,Kyrgyzstan,1153.0,13.0
6706,2020-05-13,Kyrgyzstan,1181.0,14.0
6707,2020-05-14,Kyrgyzstan,1198.0,14.0
6708,2020-04-02,Laos,10.0,0.0
6709,2020-04-03,Laos,11.0,0.0
6710,2020-04-04,Laos,11.0,0.0
6711,2020-04-05,Laos,12.0,0.0
6712,2020-04-06,Laos,13.0,0.0
6713,2020-04-07,Laos,14.0,0.0
6714,2020-04-08,Laos,14.0,0.0
6715,2020-04-09,Laos,15.0,0.0
6716,2020-04-10,Laos,15.0,0.0
6717,2020-04-11,Laos,16.0,0.0
6718,2020-04-12,Laos,17.0,0.0
6719,2020-04-13,Laos,17.0,0.0
6720,2020-04-14,Laos,18.0,0.0
6721,2020-04-15,Laos,19.0,0.0
6722,2020-04-16,Laos,19.0,0.0
6723,2020-04-17,Laos,20.0,0.0
6724,2020-04-18,Laos,20.0,0.0
6725,2020-04-19,Laos,21.0,0.0
6726,2020-04-20,Laos,22.0,0.0
6727,2020-04-21,Laos,23.0,0.0
6728,2020-04-22,Laos,23.0,0.0
6729,2020-04-23,Laos,24.0,0.0
6730,2020-04-24,Laos,24.0,0.0
6731,2020-04-25,Laos,25.0,0.0
6732,2020-04-26,Laos,26.0,0.0
6733,2020-04-27,Laos,26.0,0.0
6734,2020-04-28,Laos,27.0,0.0
6735,2020-04-29,Laos,28.0,0.0
6736,2020-04-30,Laos,29.0,0.0
6737,2020-05-01,Laos,29.0,0.0
6738,2020-05-02,Laos,30.0,0.0
6739,2020-05-03,Laos,30.0,0.0
6740,2020-05-04,Laos,31.0,0.0
6741,2020-05-05,Laos,32.0,0.0
6742,2020-05-06,Laos,33.0,0.0
